suite,scenario_name,final_nodes,tail_n,kmin,power_alpha,power_ks,power_loglik,power_aic,exp_lambda,exp_loglik,exp_aic,lognorm_sigma,lognorm_scale,lognorm_loglik,lognorm_aic,preferred_model,llr_power_vs_exp,llr_power_vs_lognorm
beta_k_heatmap,beta_0.0_K_16,1000,424,16,99.99999819753847,0.002330918391160952,-0.9894630251510534,3.978926050302107,inf,0.0,2.0,0.10000000000000002,15.999999999999998,-396.0608429630888,796.1216859261776,exponential,-0.9894630251510534,395.07137993793776
beta_k_heatmap,beta_0.0_K_32,1000,6184,3,2.5985854042291567,0.020111099785387554,-13072.298583168822,26146.597166337644,0.29795690039287903,-13694.451539284042,27390.903078568084,1.631243426399,0.12087977173315344,-13039.623573512878,26083.247147025755,lognormal,622.1529561152201,-32.67500965594445
beta_k_heatmap,beta_0.0_K_8,1000,2091,8,99.99999705287999,7.669306799185094e-06,-0.016036581888329238,2.0320731637766585,inf,0.0,2.0,0.10000000000000002,7.999999999999995,-957.7574590122018,1919.5149180244036,exponential,-0.016036581888329238,957.7414224303135
beta_k_heatmap,beta_0.0_K_very_large,1000,2441,5,2.757683931046907,0.008294263318910589,-6161.469548084123,12324.939096168246,0.18612757991659262,-6548.629745806125,13099.25949161225,2.6856580300226245,4.5399929762484854e-05,-6160.105320882515,12324.21064176503,lognormal,387.1601977220025,-1.3642272016077186
beta_k_heatmap,beta_0.5_K_16,1000,198,16,99.99999819753847,0.002330918391160952,-0.46206056363735115,2.9241211272747023,inf,0.0,2.0,0.10000000000000002,15.999999999999998,-184.95294081766883,373.90588163533766,exponential,-0.46206056363735115,184.49088025403148
beta_k_heatmap,beta_0.5_K_32,1000,2765,5,2.8394206506383997,0.031557271077485294,-6786.178592907845,13574.35718581569,0.22689479693263664,-6872.161729118059,13746.323458236118,1.1823612842516225,0.919529658493129,-6758.295717666935,13520.59143533387,lognormal,85.98313621021407,-27.882875240909925
beta_k_heatmap,beta_0.5_K_8,1000,1652,8,99.99999705288043,7.669306799185094e-06,-0.012669743329752237,2.0253394866595045,inf,0.0,2.0,0.10000000000000002,7.999999999999995,-756.6787767996927,1517.3575535993855,exponential,-0.012669743329752237,756.666107056363
beta_k_heatmap,beta_0.5_K_very_large,1000,2446,5,2.746089664938999,0.011324478060900978,-6199.214417155227,12400.428834310454,0.18660380042307462,-6555.811360066509,13113.622720133018,2.6950224321188827,4.5399929762484854e-05,-6197.441014728701,12398.882029457402,lognormal,356.596942911282,-1.7734024265264452
beta_k_heatmap,beta_1.0_K_16,1000,53,16,99.99999819753847,0.002330918391160952,-0.12368287814751966,2.2473657562950393,inf,0.0,2.0,0.10000000000000002,16.000000000000007,-49.50760537038638,103.01521074077276,exponential,-0.12368287814751966,49.38392249223886
beta_k_heatmap,beta_1.0_K_32,1000,6584,3,2.5988679425132752,0.036634494628939474,-13916.019323181834,27834.038646363668,0.32066450641569927,-14100.513483887216,28203.026967774433,1.127274363046445,1.0082006942918462,-13805.076496695136,27614.15299339027,lognormal,184.49416070538246,-110.94282648669832
beta_k_heatmap,beta_1.0_K_8,1000,1058,8,99.9999970528801,7.669306799185094e-06,-0.00811415768112056,2.016228315362241,inf,0.0,2.0,0.10000000000000002,7.999999999999998,-484.60420451215373,973.2084090243075,exponential,-0.00811415768112056,484.5960903544726
beta_k_heatmap,beta_1.0_K_very_large,1000,3660,4,2.6988032013601604,0.013290200056700674,-8546.228376596966,17094.456753193932,0.2277024165678179,-9083.656081080415,18169.31216216083,2.255114201968063,0.002060679101940208,-8540.87755404138,17085.75510808276,lognormal,537.4277044834489,-5.350822555585182
beta_k_heatmap,beta_2.0_K_16,1000,34,14,30.41518067330233,0.011438447210960656,-14.906813597361634,31.813627194723267,2.054123733695546,-14.935456799936222,31.870913599872445,0.10000000000000002,14.140914454251142,-31.921621470665382,67.84324294133077,power_law,0.028643202574588855,17.01480787330375
