suite,scenario_name,final_nodes,tail_n,kmin,power_alpha,power_ks,power_loglik,power_aic,exp_lambda,exp_loglik,exp_aic,lognorm_sigma,lognorm_scale,lognorm_loglik,lognorm_aic,preferred_model,llr_power_vs_exp,llr_power_vs_lognorm
beta_k_heatmap,beta_2.0_K_32,1000,4472,4,2.8163230432562956,0.05785132243004498,-9981.863614281127,19965.727228562253,0.30252126309363025,-9835.753942379046,19673.50788475809,0.7683211138982835,2.987132905531958,-9824.21766511144,19652.43533022288,lognormal,-146.10967190208066,-157.645949169686
beta_k_heatmap,beta_2.0_K_8,1000,289,8,99.99999705288069,7.669306799185094e-06,-0.0022164381516631693,2.0044328763033263,inf,0.0,2.0,0.10000000000000002,7.999999999999995,-132.37298213989783,268.74596427979566,exponential,-0.0022164381516631693,132.37076570174617
beta_k_heatmap,beta_2.0_K_very_large,1000,3706,4,2.7146921915617948,0.014356068830615243,-8599.920335785264,17201.840671570528,0.23148649844364705,-9137.007702470955,18276.01540494191,2.0874566635085667,0.006456188690576271,-8593.115329071883,17190.230658143766,lognormal,537.0873666856914,-6.8050067133808625
headline,ba_benchmark,200,1597,3,2.5960191371438652,0.011207917242676557,-3379.932469250994,6761.864938501988,0.2870572676829388,-3595.6453371301577,7193.290674260315,2.064719828879029,0.010127632720375668,-3376.110618140574,6756.221236281148,lognormal,215.7128678791637,-3.8218511104200843
headline,ba_benchmark,1000,2355,6,2.8161765322195396,0.005484053824153512,-6286.20237881697,12574.40475763394,0.16179159570343696,-6647.072735203044,13296.145470406089,2.6575711810150633,4.5399929762484854e-05,-6285.745618075094,12575.491236150188,power_law,360.8703563860745,-0.45676074187576887
headline,capacity_only,200,1245,4,2.8593430319611386,0.06440770812377367,-2734.881890644212,5471.763781288424,0.32236242252676806,-2659.814899650892,5321.629799301784,0.6449027443925471,3.814679699315387,-2669.8070649492583,5343.614129898517,exponential,-75.0669909933199,-65.07482569495369
headline,capacity_only,1000,72,16,99.99999819753847,0.002330918391160952,-0.16802202313920134,2.3360440462784027,inf,0.0,2.0,0.10000000000000002,15.999999999999998,-67.25561484278867,138.51122968557735,exponential,-0.16802202313920134,67.08759281964947
headline,general_model,200,22,15,29.53339315920294,0.029805144856115073,-11.251746450535165,24.50349290107033,1.8718021769015913,-11.162398570196022,24.324797140392043,0.10000000000000002,15.177050899110858,-21.827161326235316,47.65432265247063,exponential,-0.08934788033914387,10.575414875700151
headline,general_model,1000,73,16,99.99999819753847,0.002330918391160952,-0.17035566235063015,2.3407113247012603,inf,0.0,2.0,0.10000000000000002,15.999999999999998,-68.18972060449407,140.37944120898814,exponential,-0.17035566235063015,68.01936494214344
headline,spatial_only,200,3200,2,2.4917281962162843,0.02139913149194317,-5663.763501029169,11329.527002058338,0.40546510810816444,-6110.536015630203,12223.072031260406,1.7872138431858546,0.05401709780356538,-5650.584648483913,11305.169296967826,lognormal,446.77251460103435,-13.178852545255722
headline,spatial_only,1000,2330,6,2.7790720924788554,0.007281287001963177,-6293.679461075919,12589.358922151838,0.15836050510644503,-6626.346254682416,13254.692509364831,2.625250521815912,8.074316934024099e-05,-6291.875444188627,12587.750888377253,lognormal,332.66679360649687,-1.804016887292164
heterogeneous_capacity,constant_capacity,1000,63,16,99.99999819753847,0.002330918391160952,-0.1470192702508939,2.294038540501788,inf,0.0,2.0,0.10000000000000002,16.000000000000014,-58.84866298744053,121.69732597488105,exponential,-0.1470192702508939,58.70164371718963
heterogeneous_capacity,lognormal_capacity,1000,16000,2,2.4816416103166032,0.019267697403324457,-28489.607837456813,56981.21567491363,0.40546510810816444,-30552.680078151017,61107.360156302035,1.7444899928613142,0.06926569627909833,-28413.286627894042,56830.573255788084,lognormal,2063.072240694204,-76.3212095627714
heterogeneous_capacity,uniform_capacity,1000,16000,2,2.3938234245832324,0.0461945114649559,-30054.917582249742,60111.835164499484,0.40546510810816444,-30552.680078151017,61107.360156302035,1.1641767761585988,0.8468222970899435,-29711.374447506387,59426.74889501277,lognormal,497.76249590127554,-343.54313474335504
sensitivity,K_16,1000,46,16,99.99999819753847,0.002330918391160952,-0.10734740366933693,2.214694807338674,inf,0.0,2.0,0.10000000000000002,15.999999999999984,-42.96886503844813,89.93773007689626,exponential,-0.10734740366933693,42.86151763477879
sensitivity,K_32,1000,12000,2,2.4105180753850335,0.042096446551249445,-22309.499353160634,44620.99870632127,0.40546510810816444,-22914.51005861326,45831.02011722652,1.2326679708290238,0.6648024923342658,-22100.422340463258,44204.844680926515,lognormal,605.010705452627,-209.07701269737663
sensitivity,K_8,1000,1076,8,99.99999705288006,7.669306799185094e-06,-0.008252205763710663,2.0165044115274213,inf,0.0,2.0,0.10000000000000002,7.999999999999998,-492.8488885208672,989.6977770417344,exponential,-0.008252205763710663,492.8406363151035
sensitivity,K_very_large,1000,1753,6,2.768348296163484,0.011684816205137727,-4751.551610507727,9505.103221015454,0.15894040370204243,-4979.00713711631,9960.01427423262,2.3998458204050723,0.0006386645580844143,-4749.596725462388,9503.193450924777,lognormal,227.45552660858357,-1.9548850453384148
sensitivity,alpha_0.5,1000,24,15,40.09993135434404,0.007088599378683447,-7.0793750789016485,16.158750157803297,2.5649493574615367,-7.050923699087948,16.101847398175895,0.10000000000000002,15.080890479437869,-22.476628012902808,48.953256025805615,exponential,-0.02845137981370094,15.397252934001159
sensitivity,alpha_1.0,1000,49,16,99.99999819753847,0.002330918391160952,-0.11434832130180439,2.228696642603609,inf,0.0,2.0,0.10000000000000002,15.999999999999998,-45.77118232356452,95.54236464712903,exponential,-0.11434832130180439,45.65683400226271
sensitivity,alpha_1.5,1000,217,16,99.99999819753847,0.002330918391160952,-0.5063997086326708,3.0127994172653416,inf,0.0,2.0,0.10000000000000002,15.999999999999998,-202.7009502900714,409.4019005801428,exponential,-0.5063997086326708,202.19455058143873
sensitivity,baseline,1000,47,16,99.99999819753847,0.002330918391160952,-0.10968104287894676,2.2193620857578935,inf,0.0,2.0,0.10000000000000002,15.999999999999984,-43.902970800153525,91.80594160030705,exponential,-0.10968104287894676,43.79328975727458
sensitivity,beta_0.0,1000,425,16,99.99999819753847,0.002330918391160952,-0.9917966643697582,3.9835933287395164,inf,0.0,2.0,0.10000000000000002,15.999999999999998,-396.9949487247942,797.9898974495884,exponential,-0.9917966643697582,396.00315206042444
sensitivity,beta_0.5,1000,210,16,99.99999819753847,0.002330918391160952,-0.4900642341526691,2.980128468305338,inf,0.0,2.0,0.10000000000000002,15.999999999999998,-196.16220995813362,396.32441991626723,exponential,-0.4900642341526691,195.67214572398095
sensitivity,beta_1.0,1000,52,16,99.99999819753847,0.002330918391160952,-0.12134923893609084,2.2426984778721817,inf,0.0,2.0,0.10000000000000002,16.000000000000007,-48.573499608680976,101.14699921736195,exponential,-0.12134923893609084,48.452150369744885
sensitivity,beta_2.0,1000,36,14,33.79190946138122,0.012180199285497961,-13.075843882558729,28.151687765117458,2.302585092994046,-13.00331893565793,28.00663787131586,0.10000000000000002,14.107734657130825,-32.61274837408845,69.2254967481769,exponential,-0.07252494690079914,19.536904491529718
sensitivity,kappa_1,1000,2485,3,2.7848270048548454,0.04691826549829786,-4831.214286770053,9664.428573540106,0.4006282591884902,-4774.634816782755,9551.26963356551,0.832262470637304,1.9099991246143064,-4759.333246552371,9522.666493104742,lognormal,-56.57946998729858,-71.88104021768231
sensitivity,kappa_2,1000,51,16,99.99999819753847,0.002330918391160952,-0.11901559972466202,2.238031199449324,inf,0.0,2.0,0.10000000000000002,16.000000000000007,-47.63939384697557,99.27878769395114,exponential,-0.11901559972466202,47.52037824725091
sensitivity,kappa_4,1000,560,16,99.99999819753847,0.002330918391160952,-1.3068379577598535,4.613675915519707,inf,0.0,2.0,0.10000000000000002,16.000000000000007,-523.0992265550259,1050.1984531100518,exponential,-1.3068379577598535,521.792388597266
sensitivity,phi_0.0,1000,50,16,99.99999819753847,0.002330918391160952,-0.1166819605150522,2.2333639210301044,inf,0.0,2.0,0.10000000000000002,15.999999999999998,-46.70528808526991,97.41057617053983,exponential,-0.1166819605150522,46.58860612475486
sensitivity,phi_0.5,1000,55,16,99.99999819753847,0.002330918391160952,-0.1283501565685583,2.2567003131371166,inf,0.0,2.0,0.10000000000000002,16.000000000000014,-51.375816893797285,106.75163378759457,exponential,-0.1283501565685583,51.24746673722873
sensitivity,phi_1.0,1000,47,16,99.99999819753847,0.002330918391160952,-0.10968104287894676,2.2193620857578935,inf,0.0,2.0,0.10000000000000002,15.999999999999984,-43.902970800153525,91.80594160030705,exponential,-0.10968104287894676,43.79328975727458
sensitivity,phi_2.0,1000,47,16,99.99999819753847,0.002330918391160952,-0.10968104287894676,2.2193620857578935,inf,0.0,2.0,0.10000000000000002,15.999999999999984,-43.902970800153525,91.80594160030705,exponential,-0.10968104287894676,43.79328975727458
