suite,scenario_name,final_nodes,alpha,beta,phi,kappa,K,K_label,varied_parameter,varied_value,alpha_mean,alpha_std,beta_mean,beta_std,phi_mean,phi_std,kappa_mean,kappa_std,final_nodes_mean,final_nodes_std,replications_mean,replications_std,final_node_count_mean,final_node_count_std,final_edge_count_mean,final_edge_count_std,early_terminated_mean,early_terminated_std,truncation_events_mean,truncation_events_std,total_missing_links_mean,total_missing_links_std,mean_degree_mean,mean_degree_std,max_degree_mean,max_degree_std,degree_gini_mean,degree_gini_std,share_at_capacity_mean,share_at_capacity_std,connected_components_mean,connected_components_std,largest_component_size_mean,largest_component_size_std,largest_component_share_mean,largest_component_share_std,average_clustering_mean,average_clustering_std,average_shortest_path_lcc_mean,average_shortest_path_lcc_std,diameter_lcc_mean,diameter_lcc_std,degree_assortativity_mean,degree_assortativity_std,mean_edge_length_mean,mean_edge_length_std,median_edge_length_mean,median_edge_length_std,total_network_length_mean,total_network_length_std,degree_centralization_mean,degree_centralization_std,fraction_degree_1_mean,fraction_degree_1_std,fraction_degree_ge_threshold_mean,fraction_degree_ge_threshold_std,cyclomatic_number_mean,cyclomatic_number_std,edge_length_p10_mean,edge_length_p10_std,edge_length_p25_mean,edge_length_p25_std,edge_length_p50_mean,edge_length_p50_std,edge_length_p75_mean,edge_length_p75_std,edge_length_p90_mean,edge_length_p90_std
sensitivity,K_16,1000,1.0,1.0,1.0,2,16,16,K,16,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1000.0,0.0,12.0,0.0,1000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,0.33574308333333347,0.003172688749549065,0.003833333333333333,0.0014034589305344737,1.0,0.0,1000.0,0.0,1.0,0.0,0.009862834387834385,0.001485049107870205,4.765673506840174,0.02065643199436682,8.0,0.0,0.06469158867054187,0.02098414002686759,0.35084595728958784,0.00612189937587204,0.2972553951219501,0.010164208481031382,701.6919145791758,12.243798751744079,0.012036084180372756,0.0,0.0,0.0,0.06558333333333334,0.003918680977836882,1001.0,0.0,0.05498192361712926,0.002644363750639037,0.13568609691070985,0.005667349576631196,0.2972553951219501,0.010164208481031382,0.5260187015866707,0.012189995337919863,0.7327440391316186,0.013967345851225374
sensitivity,K_32,1000,1.0,1.0,1.0,2,32,32,K,32,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1000.0,0.0,12.0,0.0,1000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,29.5,1.9771421064483226,0.3601844166666668,0.0031876359210473567,0.00025,0.0004522670168666454,1.0,0.0,1000.0,0.0,1.0,0.0,0.014441094215582767,0.004889930495229387,4.512912412412413,0.021349044075739086,8.0,0.0,0.02443908057207159,0.020444210212933543,0.348134682804011,0.0041437464087129275,0.29874139436218455,0.007102388618059702,696.269365608022,8.287492817425855,0.02557667888329211,0.0019830874024809606,0.0,0.0,0.06583333333333334,0.003761849963982502,1001.0,0.0,0.05456927033508713,0.004091254515445063,0.13642754256889597,0.003713990028085059,0.29874139436218455,0.007102388618059702,0.5203344446292638,0.012521233649481085,0.7235693193703243,0.010484525791850956
sensitivity,K_8,1000,1.0,1.0,1.0,2,8,8,K,8,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1000.0,0.0,12.0,0.0,1000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.2765669583333334,0.001719635168209356,0.08966666666666667,0.004886592665527581,1.0,0.0,1000.0,0.0,1.0,0.0,0.007708333333333331,0.002486119682156383,5.148912412412412,0.010316886340289877,9.0,0.0,0.13116380245093118,0.012881082191294165,0.35083992966371125,0.004103816018401743,0.29874270742026227,0.006030709373859874,701.6798593274225,8.207632036803462,0.004012028060124253,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.05584567861460238,0.003309957741523668,0.1368748419862222,0.0038781089148237583,0.29874270742026227,0.006030709373859874,0.5221471097081972,0.007448672319097048,0.7308574526399733,0.007017234580231992
sensitivity,K_very_large,1000,1.0,1.0,1.0,2,very_large,very_large,K,very_large,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1000.0,0.0,12.0,0.0,1000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,75.0,14.566462102439912,0.38929204166666675,0.003798600791788821,0.0,0.0,1.0,0.0,1000.0,0.0,1.0,0.0,0.030670805707471754,0.00929062703392472,4.089876876876876,0.08955612638894812,7.333333333333333,0.492365963917331,-0.08352589889315087,0.01831774414458632,0.3503403250779456,0.007799317051872661,0.30240587486140685,0.009173361228448655,700.6806501558913,15.598634103745301,0.07121349806720549,0.014610263672931357,0.0,0.0,0.05541666666666667,0.004718596350097294,1001.0,0.0,0.05773089928667292,0.0042435796195400485,0.14105599872772193,0.005567153892947922,0.30240587486140685,0.009173361228448655,0.5213906838618375,0.013689283346725806,0.7203814342332313,0.01920962004686608
sensitivity,alpha_0.5,1000,0.5,1.0,1.0,2,16,16,alpha,0.5,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1000.0,0.0,12.0,0.0,1000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.083333333333334,0.5149286505444373,0.30728812500000013,0.0038007721710977185,0.00016666666666666666,0.0003892494720807615,1.0,0.0,1000.0,0.0,1.0,0.0,0.0058422834110334115,0.001847447366369516,4.928921755088422,0.024320484288602364,8.583333333333334,0.514928650544437,0.13330596444655668,0.021570107631947607,0.35139505846212876,0.004770674949251822,0.30131309077543167,0.008306121488235637,702.7901169242574,9.541349898503674,0.011116661083260948,0.0005164770487365495,0.0,0.0,0.044583333333333336,0.0025390883594254253,1001.0,0.0,0.057598833521882685,0.004454755121271645,0.13784096615692473,0.007144511789334318,0.30131309077543167,0.008306121488235637,0.5214606062481473,0.007529351734429865,0.726100968114172,0.015067438496991761
sensitivity,alpha_1.0,1000,1.0,1.0,1.0,2,16,16,alpha,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1000.0,0.0,12.0,0.0,1000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,0.33598004166666673,0.0029548988250509677,0.004083333333333334,0.001880924981991251,1.0,0.0,1000.0,0.0,1.0,0.0,0.009297202334702333,0.0009826746840489078,4.763397063730397,0.015178535823786962,8.166666666666666,0.3892494720807614,0.06828589853217855,0.021152385847108848,0.3486406595610519,0.007092237163651739,0.29790881775647254,0.006958329045420002,697.2813191221038,14.18447432730346,0.012036084180372756,0.0,0.0,0.0,0.06375,0.004266678503771462,1001.0,0.0,0.05374471786334615,0.0029767492505028696,0.13469621630818476,0.00587491650412547,0.29790881775647254,0.006958329045420002,0.5214838171643785,0.015104403520392676,0.7267284421274766,0.01714638059470406
sensitivity,alpha_1.5,1000,1.5,1.0,1.0,2,16,16,alpha,1.5,1.5,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1000.0,0.0,12.0,0.0,1000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,0.36457870833333345,0.0020510675098407405,0.018083333333333333,0.003728473568568665,1.0,0.0,1000.0,0.0,1.0,0.0,0.012435018916268914,0.0017241490579307432,4.597794794794795,0.012830913098397942,8.0,0.0,-0.03514765463648451,0.017776178136148874,0.35013641547564367,0.00588978757883094,0.29908519391155325,0.006011854251006494,700.2728309512873,11.779575157661899,0.012036084180372756,0.0,0.0,0.0,0.0825,0.004231913386293597,1001.0,0.0,0.056135463933173785,0.0026130794888155674,0.13893956509765512,0.006193363811773787,0.29908519391155325,0.006011854251006494,0.5210277562402589,0.009958965078761251,0.7304730098773818,0.013090342666129231
sensitivity,baseline,1000,1.0,1.0,1.0,2,16,16,baseline,0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1000.0,0.0,12.0,0.0,1000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,0.33815941666666677,0.0033796964013282954,0.003916666666666666,0.0010836246694508316,1.0,0.0,1000.0,0.0,1.0,0.0,0.009596261608761607,0.0025682393082139786,4.749797797797798,0.017810016543304146,8.083333333333334,0.28867513459481275,0.05226854284926211,0.022399261368431993,0.34873041682378236,0.005216993942221044,0.29982003256960926,0.006472262500159271,697.4608336475648,10.433987884442097,0.012036084180372756,0.0,0.0,0.0,0.06475,0.005801645534595417,1001.0,0.0,0.05412837584757654,0.0028239897493103957,0.1381634147548676,0.004662730735581146,0.29982003256960926,0.006472262500159271,0.518408526480051,0.010310143080412363,0.719871497618234,0.013390103486090722
sensitivity,beta_0.0,1000,1.0,0.0,1.0,2,16,16,beta,0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1000.0,0.0,12.0,0.0,1000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,0.3621446666666668,0.0025699575459292583,0.035416666666666666,0.0022746961169005453,1.0,0.0,1000.0,0.0,1.0,0.0,0.014224771987271985,0.003599075165981953,4.592156823490157,0.01829435634181784,8.0,0.0,-0.04599727470712275,0.01591059392204216,0.3473643183505614,0.006210770470575996,0.29958533391045816,0.010476580886563221,694.7286367011228,12.42154094115199,0.012036084180372756,0.0,0.0,0.0,0.0775,0.0042103767916034235,1001.0,0.0,0.055856785775369906,0.0025766842841377998,0.1392535185836891,0.007225090377619375,0.29958533391045816,0.010476580886563221,0.5137176933797404,0.01089678736239354,0.7218146820935775,0.012178291582432896
sensitivity,beta_0.5,1000,1.0,0.5,1.0,2,16,16,beta,0.5,1.0,0.0,0.5,0.0,1.0,0.0,2.0,0.0,1000.0,0.0,12.0,0.0,1000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,0.3484242916666667,0.0025789790479808553,0.017499999999999998,0.0022360679774997894,1.0,0.0,1000.0,0.0,1.0,0.0,0.00919690379065379,0.003280266937751478,4.676384217550884,0.015109124397366017,8.0,0.0,0.03039267132928358,0.016369339851885805,0.35028829318751065,0.0036810054815047924,0.30382031468795617,0.009085167534651387,700.5765863750213,7.362010963009572,0.012036084180372756,0.0,0.0,0.0,0.07083333333333333,0.0034859023439441235,1001.0,0.0,0.055033136216694,0.0043813993091814055,0.13678586329698092,0.005199089556984549,0.30382031468795617,0.009085167534651387,0.5204470211253992,0.005564588804914071,0.725397498116696,0.010973609919480806
