scenarioId,scenarioLabel,replications,earlyStopRate,truncationRate,meanDegree_mean,maxDegree_mean,degreeGini_mean,shareAtCapacity_mean,connectedComponents_mean,largestComponentShare_mean,averageClustering_mean,averagePathLengthLargestComponent_mean,meanEdgeLength_mean,totalNetworkLength_mean,cyclomaticNumber_mean,crossingCount_mean,generatedIntersectionNodes_mean,splitEvents_mean,eastWestBias_mean,northSouthBias_mean,meanGravity_mean,meanCumulative_mean
arrival_uniform_square,Uniform in square,6,0,0,4,14.333333333333334,0.3341833333333333,0,1,1,0.08875555925555927,3.2827272727272727,0.3808397982360155,76.16795964720309,101,1965.6666666666667,0,0,0.012280701754385963,0.0017543859649122816,9.848230148361992,27.71333333333334
arrival_uniform_lattice,Uniform on lattice,6,0,0,4,14,0.33735833333333337,0,1,1,0.0671617549117549,3.2424579124579123,0.3781468452978094,75.62936905956188,101,1978.3333333333333,0,0,0.012280701754385963,-0.003508771929824562,10.253965416036328,29.05666666666667
arrival_near_network,Near existing network,6,0,0,4,14.166666666666666,0.33244999999999997,0.0016666666666666668,1,1,0.07848026048026048,3.2735353535353533,0.37774089105378733,75.54817821075746,101,2117,0,0,0.0017543859649122803,0.008771929824561403,9.754012350141082,27.19666666666667
arrival_frontier,Outside occupied region,6,0,0,4,14.333333333333334,0.32979166666666665,0.0033333333333333335,1,1,0.08039870314870314,3.2562626262626266,0.38171822641129677,76.34364528225937,101,2105.1666666666665,0,0,-0.012280701754385968,0.024561403508771933,10.035861104156298,28.566666666666666
