scenarioId,scenarioLabel,replications,earlyStopRate,truncationRate,meanDegree_mean,maxDegree_mean,degreeGini_mean,shareAtCapacity_mean,connectedComponents_mean,largestComponentShare_mean,averageClustering_mean,averagePathLengthLargestComponent_mean,meanEdgeLength_mean,totalNetworkLength_mean,cyclomaticNumber_mean,crossingCount_mean,generatedIntersectionNodes_mean,splitEvents_mean,eastWestBias_mean,northSouthBias_mean,meanGravity_mean,meanCumulative_mean
planar_square_none,Square / none,4,0,0,4,14.75,0.33570000000000005,0.0025,1,1,0.09460333416583416,3.2252020202020204,0.3751005107752931,75.02010215505862,101,2122,0,0,-0.02894736842105263,0.013157894736842106,10.24702596402749,29.54
planar_square_reject,Square / reject crossings,4,0,0,4,14.5,0.3335125,0.0025,1,1,0.08830185092685092,3.2687878787878786,0.37738136887860907,75.47627377572182,101,2114.75,0,0,-0.02631578947368421,0.02105263157894737,9.429266007591947,26.435000000000002
planar_square_split,Square / split crossings,4,0,0,4,14,0.3362124999999999,0,1,1,0.06597036297036298,3.2567171717171717,0.38399872044429056,76.7997440888581,101,2063.25,0,0,0.021052631578947368,-0.005263157894736842,9.98218175251432,27.34
planar_tri_none,Triangular / none,4,0,0,4,14.25,0.3354625,0,1,1,0.09080418192918194,3.2456060606060606,0.3850435074575717,77.00870149151433,101,2210,0,0,-0.0026315789473684214,-0.007894736842105263,9.998313828436554,28.169999999999998
planar_tri_reject,Triangular / reject crossings,4,0,0,4,15.25,0.33073749999999996,0.005,1,1,0.06798490398490398,3.270959595959596,0.39725740975289486,79.45148195057897,101,2200.25,0,0,-0.0026315789473684214,-0.010526315789473682,9.368853548972222,24.965
planar_tri_split,Triangular / split crossings,4,0,0,4,14.75,0.33486249999999995,0.005,1,1,0.09922365134865135,3.2663131313131313,0.37091806851467024,74.18361370293405,101,2104.5,0,0,0.007894736842105263,-0.026315789473684213,10.29317058382452,29.155
