scenarioId,scenarioLabel,replications,earlyStopRate,truncationRate,meanDegree_mean,maxDegree_mean,degreeGini_mean,shareAtCapacity_mean,connectedComponents_mean,largestComponentShare_mean,averageClustering_mean,averagePathLengthLargestComponent_mean,meanEdgeLength_mean,totalNetworkLength_mean,cyclomaticNumber_mean,crossingCount_mean,generatedIntersectionNodes_mean,splitEvents_mean,eastWestBias_mean,northSouthBias_mean,meanGravity_mean,meanCumulative_mean
access_none,No access weighting,4,0,0,4,14.5,0.34225000000000005,0,1,1,0.0822971472971473,3.226868686868687,0.39127032937573164,78.25406587514632,101,2331.75,0,0,0.01842105263157895,0.02105263157894737,9.681890094385384,27.41
access_arrival_only,Access-weighted arrivals,4,0,0,4,15,0.34098749999999994,0.0025,1,1,0.08691524447774449,3.2525757575757575,0.38046276962429754,76.0925539248595,101,2096.25,0,0,-0.007894736842105263,0.0026315789473684223,10.228190465462937,29.564999999999998
access_target_only,Access-weighted targets,4,0,0,4,13.75,0.3353625,0,1,1,0.10294610944610944,3.2633838383838385,0.3741381958544727,74.82763917089454,101,2102,0,0,0.042105263157894736,0.02894736842105263,10.284430045836842,28.115
access_both,Access-weighted arrivals and targets,4,0,0,4,13.75,0.33668750000000003,0.0025,1,1,0.0727987012987013,3.2266161616161613,0.3890734794246623,77.81469588493246,101,2203.25,0,0,0.005263157894736841,-0.015789473684210527,9.49467718972,26.174999999999997
