scenarioId,scenarioLabel,maxDegree,degreeGini,averageClustering,meanEdgeLength,preferredTail,earlyStopRate,targetMaxDegree,targetDegreeGini,targetAverageClustering,targetMeanEdgeLength,targetPreferredTail,maxDegreeRelDiff,degreeGiniRelDiff,averageClusteringRelDiff,meanEdgeLengthRelDiff,preferredTailMatch
ba_benchmark,BA benchmark,75,0.3924900000000002,0.026107311082439504,0.5277321211135133,power_law,0,82.31,0.388,0.028,0.521,power_law,0.08881059409549268,0.011572164948454165,0.06759603277001773,0.012921537645898828,true
capacity_only,Capacity only,16,0.3357230000000001,0.004062803862803862,0.5281883112601288,exponential,0,16,0.335,0.007,0.521,exponential,0,0.0021582089552241333,0.4195994481708769,0.013797142533836381,true
spatial_only,Spatial only,86.25,0.3914515000000001,0.03577272223064341,0.34770696209004404,power_law,0,85.5,0.389,0.035,0.351,power_law,0.008771929824561403,0.0063020565552701965,0.02207777801838296,0.009381874387338868,true
general_model,General model,16,0.33711853125000013,0.009089075334387834,0.3568809518876958,exponential,0,16,0.336,0.009,0.349,exponential,0,0.0033289620535717555,0.00989725937642604,0.02258152403351241,true
