scenarioId,scenarioLabel,replications,earlyStopRate,truncationRate,meanDegree_mean,maxDegree_mean,degreeGini_mean,shareAtCapacity_mean,averageClustering_mean,averagePathLengthLargestComponent_mean,meanEdgeLength_mean,totalNetworkLength_mean,crossingCount_mean,generatedIntersectionNodes_mean,splitEvents_mean,eastWestBias_mean,northSouthBias_mean,meanGravity_mean,meanCumulative_mean
planar_free_none,Free geometry / none,5,0,0,4,14.2,0.32678,0,0.06896472416472416,3.278020202020202,0.38470717352364764,76.94143470472953,2139,0,0,-1.3877787807814458e-18,-0.027368421052631577,9.828920043002572,27.508000000000003
planar_free_reject,Free geometry / reject crossings,5,0,0,4,15,0.33826999999999996,0.002,0.08832195582195582,3.2311919191919194,0.3664701797156807,73.29403594313615,2085.8,0,0,0.0042105263157894745,0.008421052631578947,10.945158164232135,31.667999999999996
planar_free_split,Free geometry / split crossings,5,0,0,4,14.6,0.33396,0,0.08064940614940615,3.270383838383838,0.37075271698768814,74.15054339753763,2088,0,0,-0.004210526315789473,-0.01473684210526316,10.495033734355328,30.168
planar_mesh_none,Mesh geometry / none,5,0,0,4,14.2,0.33466,0,0.0877939726939727,3.265090909090909,0.37303557396821374,74.60711479364275,1952.8,0,0,0.02526315789473684,0.014736842105263156,9.915460599005911,27.392000000000003
planar_mesh_reject,Mesh geometry / reject crossings,5,0,0,4,14.8,0.33341999999999994,0,0.0967033744033744,3.247919191919192,0.3724954360594286,74.49908721188572,2032.6,0,0,-0.031578947368421054,0.02526315789473684,10.078864633486905,28.088
planar_mesh_split,Mesh geometry / split crossings,5,0,0,4,14,0.33784,0,0.09601295371295372,3.257333333333333,0.3552915797700827,71.05831595401654,1860,0,0,-0.004210526315789475,0.008421052631578947,11.074530283805347,32.564
