scenarioId,scenarioLabel,maxDegree,degreeGini,shareAtCapacity,averageClustering,earlyStopRate
constant_capacity,Constant K = 16,16,0.3394093333333333,0.005333333333333333,0.017871993746993747,0
uniform_capacity,"Uniform U[8,24]",21,0.356314,0,0.02931422536871453,0
lognormal_capacity,Lognormal mean ≈ 16,45.833333333333336,0.3785673333333333,0.0030000000000000005,0.04084688760538146,0
