scenarioId,scenarioLabel,replications,earlyStopRate,truncationRate,meanDegree_mean,maxDegree_mean,degreeGini_mean,shareAtCapacity_mean,averageClustering_mean,averagePathLengthLargestComponent_mean,meanEdgeLength_mean,totalNetworkLength_mean,crossingCount_mean,generatedIntersectionNodes_mean,splitLinkCount_mean,splitEvents_mean,crossingCandidatesEncountered_mean,crossingCandidatesAdmitted_mean,eastWestBias_mean,northSouthBias_mean,meanGravity_mean,meanCumulative_mean
planar_free_none,Free geometry / none,4,0,0,7.4,15.25,0.247072072072072,0,0.32176637904579086,1.8557471264367815,0.5745017382403986,63.76969294468425,1296.5,0,0,0,0,83.25,-0.04166666666666667,0.010416666666666666,3.7966789282697917,11.7
planar_free_reject,Free geometry / reject crossings,4,0,1,4.983333333333333,16.5,0.3569823668945798,0,0.7138772134728016,2.195402298850575,0.37111958453756944,27.800663117768547,10,0,0,0,0,0,0.031249999999999997,-0.020833333333333336,4.8763242461691245,13.5
planar_free_split,Free geometry / split crossings,4,0,0,4.075616904183168,8,0.017595376942605656,0,0.1727309932723893,,0.017981666871992347,49.2566757148286,,1334,2717.25,24,11079.75,91.75,-0.020833333333333325,0.020833333333333332,,
planar_mesh_none,Mesh geometry / none,4,0,1,5.328571428571428,8,0.19167898892618007,0,0.5326020408163266,2.9722689075630253,0.16770576535503162,15.635550493584391,17,0,0,0,0,17,-0.04166666666666667,0.1,9.484641504230959,29.02857142857143
planar_mesh_reject,Mesh geometry / reject crossings,4,0,1,4.614285714285714,8,0.1874477237183526,0,0.5026530612244898,3.117226890756302,0.16082872767351641,12.986707063234775,0,0,0,0,0,0,0.05833333333333333,-0.04166666666666667,9.405527297767916,28.4
planar_mesh_split,Mesh geometry / split crossings,4,0,1,5.012065066310349,8,0.17056900071226783,0,0.47154533492696127,3.6034006221714323,0.12111038890122766,16.311530291048868,0,18.75,56.25,16.75,19.75,18.75,0.008333333333333331,0.008333333333333333,16.573623150544275,47.86075834542815
