scenarioId,scenarioLabel,meanEdgeLength,averageClustering,cyclomaticNumber,averagePathLengthLargestComponent,earlyStopRate,targetMeanEdgeLength,targetAverageClustering,targetCyclomaticNumber,targetAveragePathLengthLargestComponent,meanEdgeLengthRelDiff,averageClusteringRelDiff,cyclomaticRelDiff,averagePathLengthRelDiff
phi_0,Phi 0,0.531905945333184,0.09800262212986743,201,3.240577889447236,0,0.526,0.0075,,,0.0112280329528213,12.067016283982325,,
phi_2,Phi 2,0.21145873444782448,0.1318552489177489,201,3.8680653266331655,0,0.157,0.0721,,,0.34687092004983744,0.828782925350193,,
kappa_1,Kappa 1,0.369343322187551,0.003015151515151515,6,5.9357286432160805,0,,0.00035,6,8.19,,7.6147186147186146,0,0.27524680791012446
kappa_4,Kappa 4,0.3518203410854659,0.05835302891552884,591,2.8171608040201006,0,,0.0151,2991,3.58,,2.8644390010284,0.802407221664995,0.2130835742960613
