scenarioId,scenarioLabel,meanEdgeLength,averageClustering,cyclomaticNumber,averagePathLengthLargestComponent,earlyStopRate
phi_0,Phi 0,0.5339436561260336,0.19041798319815564,121,3.0329131652661063,0
phi_0_5,Phi 0.5,0.4685368732031964,0.03506669256669257,121,3.324089635854342,0
phi_1,Phi 1,0.36998044907297056,0.07959452584452584,121,3.396218487394958,0
phi_2,Phi 2,0.23241148748351625,0.1529904354904355,121,3.5096638655462185,0
kappa_1,Kappa 1,0.37781552246395994,0.005909090909090909,6,5.266666666666667,0
kappa_2,Kappa 2,0.3795393986498763,0.043780432530432525,121,3.3798319327731092,0
kappa_4,Kappa 4,0.35306346513967435,0.08470337532837523,351,2.569187675070028,0
